1,34.1484314,-83.8108814
1,34.1481209,-83.8105727
1,34.147947,-83.810474
1,34.1475262,-83.8104541
1,34.1471954,-83.8105702
1,34.1472609,-83.8106332
1,34.14705,-83.81074
1,34.1466987,-83.8101389
1,34.1481362,-83.809864
1,34.1484184,-83.8103041
1,34.1481454,-83.8102934
1,34.1484858,-83.8106049
1,34.1488567,-83.8111418
1,34.1494598,-83.812194
1,34.1492801,-83.8123621
1,34.1484314,-83.8108814
2,34.146119,-83.811806
2,34.145892,-83.811394
2,34.1466987,-83.8101389
2,34.14705,-83.81074
2,34.146119,-83.811806
3,34.145263,-83.812718
3,34.14472,-83.811936
3,34.145892,-83.811394
3,34.146119,-83.811806
3,34.145263,-83.812718
4,34.142223,-83.814523
4,34.14472,-83.811936
4,34.145263,-83.812718
4,34.1427701,-83.8152048
4,34.142223,-83.814523
5,34.1417727,-83.817092
5,34.1389914,-83.8168421
5,34.1390246,-83.8161126
5,34.142223,-83.814523
5,34.1427701,-83.8152048
5,34.1417727,-83.817092
6,34.135877,-83.817284
6,34.1359742,-83.8163062
6,34.1390246,-83.8161126
6,34.1389914,-83.8168421
6,34.136783,-83.817269
6,34.135877,-83.817284
7,34.136966,-83.818673
7,34.135798,-83.8189973
7,34.135877,-83.817284
7,34.136783,-83.817269
7,34.136846,-83.817747
7,34.136966,-83.818673
8,34.136966,-83.818673
8,34.136846,-83.817747
8,34.1409,-83.8179
8,34.140861,-83.818509
8,34.136966,-83.818673
9,34.140861,-83.818509
9,34.1409,-83.8179
9,34.145661,-83.818404
9,34.1458727,-83.8192905
9,34.140861,-83.818509
10,34.1458727,-83.8192905
10,34.145661,-83.818404
10,34.149151,-83.817159
10,34.149651,-83.818418
10,34.1458727,-83.8192905
11,34.149651,-83.818418
11,34.149151,-83.817159
11,34.1500396,-83.8164644
11,34.1503889,-83.8165316
11,34.150571,-83.8158316
11,34.150871,-83.8160362
11,34.1504239,-83.8170796
11,34.1504963,-83.8172861
11,34.149651,-83.818418
12,34.150871,-83.8160362
12,34.150571,-83.8158316
12,34.1506847,-83.815395
12,34.1505595,-83.8148415
12,34.1492801,-83.8123621
12,34.1494598,-83.812194
12,34.150484,-83.814114
12,34.1508057,-83.8147703
12,34.1510675,-83.8153994
12,34.150871,-83.8160362
128,34.1488567,-83.8111418
128,34.1489941,-83.8110206
128,34.150597,-83.81403
128,34.150484,-83.814114
128,34.1494598,-83.812194
128,34.1488567,-83.8111418
129,34.1505595,-83.8148415
129,34.1504538,-83.8149773
129,34.1483231,-83.810961
129,34.1484314,-83.8108814
129,34.1492801,-83.8123621
129,34.1505595,-83.8148415
144,34.150484,-83.814114
144,34.150597,-83.81403
144,34.1517924,-83.8157127
144,34.1504963,-83.8172861
144,34.1504239,-83.8170796
144,34.150871,-83.8160362
144,34.1510675,-83.8153994
144,34.150484,-83.814114
145,34.1500396,-83.8164644
145,34.1504538,-83.8149773
145,34.1505595,-83.8148415
145,34.1506847,-83.815395
145,34.150571,-83.8158316
145,34.1503889,-83.8165316
145,34.1500396,-83.8164644
152,34.1488567,-83.8111418
152,34.1484858,-83.8106049
152,34.1481454,-83.8102934
152,34.1484184,-83.8103041
152,34.1489941,-83.8110206
152,34.1488567,-83.8111418
153,34.1483231,-83.810961
153,34.1480245,-83.8106003
153,34.1477984,-83.8105208
153,34.1472609,-83.8106332
153,34.1471954,-83.8105702
153,34.1475262,-83.8104541
153,34.147947,-83.810474
153,34.1481209,-83.8105727
153,34.1484314,-83.8108814
153,34.1483231,-83.810961
160,34.150597,-83.81403
160,34.1489941,-83.8110206
160,34.1484184,-83.8103041
160,34.1481362,-83.809864
160,34.1500888,-83.8099661
160,34.151555,-83.8119027
160,34.1517508,-83.8130307
160,34.150597,-83.81403
161,34.145661,-83.818404
161,34.1427701,-83.8152048
161,34.145263,-83.812718
161,34.146119,-83.811806
161,34.14705,-83.81074
161,34.1472609,-83.8106332
161,34.1477984,-83.8105208
161,34.1480245,-83.8106003
161,34.1483231,-83.810961
161,34.1504538,-83.8149773
161,34.1500396,-83.8164644
161,34.149151,-83.817159
161,34.145661,-83.81840,crc32=0xce5ff3e6
